level1,level2,institution_name,paper_count
Applied,Political Economy & Governance,"University of California, Santa Barbara",1
Applied,Political Economy & Governance,University of Cologne,1
Applied,Political Economy & Governance,University of Copenhagen,1
Applied,Political Economy & Governance,University of Exeter,1
Applied,Political Economy & Governance,University of Hong Kong,1
Applied,Political Economy & Governance,University of Lausanne,1
Applied,Political Economy & Governance,University of Mannheim,1
Applied,Political Economy & Governance,"University of Maryland, College Park",1
Applied,Political Economy & Governance,University of Missouri,1
Applied,Political Economy & Governance,University of Oslo,1
Applied,Political Economy & Governance,University of Pennsylvania,1
Applied,Political Economy & Governance,University of Pittsburgh,1
Applied,Political Economy & Governance,University of Rome Tor Vergata,1
Applied,Political Economy & Governance,University of Southampton,1
Applied,Political Economy & Governance,University of Turin,1
Applied,Political Economy & Governance,University of Vienna,1
Applied,Political Economy & Governance,University of Wisconsin Health,1
Applied,Political Economy & Governance,University of Wisconsin–Madison,1
Applied,Political Economy & Governance,University of Zurich,1
Applied,Political Economy & Governance,University of the Humanities,1
Applied,Political Economy & Governance,Universität Hamburg,1
Applied,Political Economy & Governance,Université Catholique du Congo,1
Applied,Political Economy & Governance,Vienna University of Economics and Business,1
Applied,Political Economy & Governance,World Bank,1
Applied,Political Economy & Governance,World Bank Group,1
Applied,Political Economy & Governance,YWCA Madison,1
Applied,Public Finance & Taxation,National Bureau of Economic Research,5
Applied,Public Finance & Taxation,"University of California, Berkeley",5
Applied,Public Finance & Taxation,Princeton University,4
Applied,Public Finance & Taxation,Center for Economic and Policy Research,3
Applied,Public Finance & Taxation,Centre National de la Recherche Scientifique,2
Applied,Public Finance & Taxation,Paris School of Economics,2
Applied,Public Finance & Taxation,Stanford University,2
Applied,Public Finance & Taxation,University of Michigan,2
Applied,Public Finance & Taxation,École des hautes études en sciences sociales,2
Applied,Public Finance & Taxation,Abdul Latif Jameel Poverty Action Lab,1
Applied,Public Finance & Taxation,American Bar Foundation,1
Applied,Public Finance & Taxation,Bureau of Economic Analysis,1
Applied,Public Finance & Taxation,Center for Global Development,1
Applied,Public Finance & Taxation,Centre National pour la Recherche Scientifique et Technique (CNRST),1
Applied,Public Finance & Taxation,Centre de Recherche en Économie et Statistique,1
Applied,Public Finance & Taxation,Centre for Economic Policy Research,1
Applied,Public Finance & Taxation,Consejo Nacional de Ciencia y Tecnología,1
Applied,Public Finance & Taxation,Danish Ministry of Finance,1
Applied,Public Finance & Taxation,Danmarks Nationalbank,1
Applied,Public Finance & Taxation,Deutsche Bundesbank,1
Applied,Public Finance & Taxation,Economic Research Centre,1
Applied,Public Finance & Taxation,Federal Reserve Bank of Chicago,1
Applied,Public Finance & Taxation,Federal Reserve Bank of Minneapolis,1
Applied,Public Finance & Taxation,George Mason University,1
Applied,Public Finance & Taxation,Government of Thailand,1
Applied,Public Finance & Taxation,Harvard University,1
Applied,Public Finance & Taxation,Her Majesty's Revenue and Customs,1
Applied,Public Finance & Taxation,INSEAD,1
Applied,Public Finance & Taxation,Institut National de Statistique et d'Economie Appliquée,1
Applied,Public Finance & Taxation,Institut Polytechnique de Paris,1
Applied,Public Finance & Taxation,Institut für Psychologische Psychotherapie,1
Applied,Public Finance & Taxation,Inter-American Development Bank,1
Applied,Public Finance & Taxation,King Center,1
Applied,Public Finance & Taxation,Massachusetts Institute of Technology,1
Applied,Public Finance & Taxation,McGill University,1
Applied,Public Finance & Taxation,New York University,1
Applied,Public Finance & Taxation,Northwestern University,1
Applied,Public Finance & Taxation,Peking University,1
Applied,Public Finance & Taxation,Research Institute of Industrial Economics,1
Applied,Public Finance & Taxation,Stanford Medicine,1
Applied,Public Finance & Taxation,Stockholm University,1
Applied,Public Finance & Taxation,Tel Aviv University,1
Applied,Public Finance & Taxation,Tufts University,1
Applied,Public Finance & Taxation,UCLA Health,1
Applied,Public Finance & Taxation,United States Department of the Treasury,1
Applied,Public Finance & Taxation,University of British Columbia,1
Applied,Public Finance & Taxation,University of California San Diego,1
Applied,Public Finance & Taxation,"University of California, Davis",1
Applied,Public Finance & Taxation,"University of California, Los Angeles",1
Applied,Public Finance & Taxation,"University of California, Santa Cruz",1
Applied,Public Finance & Taxation,University of Chicago,1
Applied,Public Finance & Taxation,University of Minnesota,1
Applied,Public Finance & Taxation,University of Oxford,1
Applied,Public Finance & Taxation,University of Pittsburgh,1
Applied,Public Finance & Taxation,University of Southern California,1
Applied,Public Finance & Taxation,University of Toronto,1
Applied,Public Finance & Taxation,University of Wisconsin–Madison,1
Applied,Public Finance & Taxation,Yale University,1
Applied,Public Finance & Taxation,École Supérieure des Sciences Économiques et Commerciales,1
Applied,Urban & Regional Economics,National Bureau of Economic Research,6
Applied,Urban & Regional Economics,University of Chicago,6
Applied,Urban & Regional Economics,University of Pennsylvania,5
Applied,Urban & Regional Economics,Harvard University,4
Applied,Urban & Regional Economics,Massachusetts Institute of Technology,3
Applied,Urban & Regional Economics,United States Census Bureau,3
Applied,Urban & Regional Economics,University of Notre Dame,3
Applied,Urban & Regional Economics,Bureau of Economic Analysis,2
Applied,Urban & Regional Economics,Center for Economic and Policy Research,2
Applied,Urban & Regional Economics,Centre for Economic Policy Research,2
Applied,Urban & Regional Economics,Duke University,2
Applied,Urban & Regional Economics,Federal Reserve Bank of Philadelphia,2
Applied,Urban & Regional Economics,Princeton University,2
Applied,Urban & Regional Economics,Stanford University,2
Applied,Urban & Regional Economics,University College London,2
Applied,Urban & Regional Economics,Yale University,2
Applied,Urban & Regional Economics,Aalto University,1
Applied,Urban & Regional Economics,BREAD (Bureau for Research and Economic Analysis of Development),1
Applied,Urban & Regional Economics,Banco de la República Colombia,1
Applied,Urban & Regional Economics,Boston University,1
Applied,Urban & Regional Economics,Brown University,1
Applied,Urban & Regional Economics,Carnegie Mellon University,1
Applied,Urban & Regional Economics,Centre Pour La Recherche Economique et ses Applications,1
Applied,Urban & Regional Economics,Centre de Recherches Politiques de Sciences Po,1
Applied,Urban & Regional Economics,Centro de Estudios Monetarios y Financieros,1
Applied,Urban & Regional Economics,Collegio Carlo Alberto,1
Applied,Urban & Regional Economics,Columbia University,1
Applied,Urban & Regional Economics,Escola Brasileira de Economia e Finanças,1
Applied,Urban & Regional Economics,Federal Reserve Bank of St. Louis,1
Applied,Urban & Regional Economics,Government of the United States of America,1
Applied,Urban & Regional Economics,Hitotsubashi University,1
Applied,Urban & Regional Economics,IESE Business School,1
Applied,Urban & Regional Economics,Institut d'Etudes Politiques de Paris,1
Applied,Urban & Regional Economics,Institute for Fiscal Studies,1
Applied,Urban & Regional Economics,Johns Hopkins University,1
Applied,Urban & Regional Economics,McGill University,1
Applied,Urban & Regional Economics,Norwegian School of Economics,1
Applied,Urban & Regional Economics,Pennsylvania State University,1
Applied,Urban & Regional Economics,Pomona College,1
Applied,Urban & Regional Economics,Queen Mary University of London,1
Applied,Urban & Regional Economics,Royal Swedish Academy of Sciences,1
Applied,Urban & Regional Economics,State Street (United States),1
Applied,Urban & Regional Economics,Statistics Norway,1
Applied,Urban & Regional Economics,Swedish Academy,1
Applied,Urban & Regional Economics,The Hunterian,1
Applied,Urban & Regional Economics,The University of Texas at Austin,1
Applied,Urban & Regional Economics,Tufts University,1
Applied,Urban & Regional Economics,United States Department of Commerce,1
Applied,Urban & Regional Economics,Universidad de Navarra,1
Applied,Urban & Regional Economics,Universitat Pompeu Fabra,1
Applied,Urban & Regional Economics,Universitat de Barcelona,1
Applied,Urban & Regional Economics,University of British Columbia,1
Applied,Urban & Regional Economics,University of California System,1
Applied,Urban & Regional Economics,"University of California, Berkeley",1
Applied,Urban & Regional Economics,"University of California, Los Angeles",1
Applied,Urban & Regional Economics,University of Illinois Chicago,1
Applied,Urban & Regional Economics,University of Illinois System,1
Applied,Urban & Regional Economics,University of Indianapolis,1
Applied,Urban & Regional Economics,University of Nebraska–Lincoln,1
Applied,Urban & Regional Economics,University of Oregon,1
Applied,Urban & Regional Economics,University of Rochester,1
Applied,Urban & Regional Economics,University of Southern California,1
Applied,Urban & Regional Economics,University of Toronto,1
Applied,Urban & Regional Economics,University of Warwick,1
Applied,Urban & Regional Economics,University of Washington,1
Applied,Urban & Regional Economics,World Bank,1
Econometrics,Causal Inference & Identification,Brown University,3
Econometrics,Causal Inference & Identification,Harvard University,3
Econometrics,Causal Inference & Identification,Columbia University,2
Econometrics,Causal Inference & Identification,Stanford University,2
Econometrics,Causal Inference & Identification,University College London,2
Econometrics,Causal Inference & Identification,University of Chicago,2
Econometrics,Causal Inference & Identification,Yale University,2
Econometrics,Causal Inference & Identification,Bielefeld University,1
Econometrics,Causal Inference & Identification,Boston University,1
Econometrics,Causal Inference & Identification,Brigham Young University,1
Econometrics,Causal Inference & Identification,Cemmap,1
Econometrics,Causal Inference & Identification,Centre for European Economic Research,1
Econometrics,Causal Inference & Identification,Centro de Estudios Monetarios y Financieros,1
Econometrics,Causal Inference & Identification,Data Management (Italy),1
Econometrics,Causal Inference & Identification,Electronic Product Services (Czechia),1
Econometrics,Causal Inference & Identification,Emory University,1
Econometrics,Causal Inference & Identification,Escola Brasileira de Economia e Finanças,1
Econometrics,Causal Inference & Identification,IZA - Institute of Labor Economics,1
Econometrics,Causal Inference & Identification,Institute for Evaluation of Labour Market and Education Policy,1
Econometrics,Causal Inference & Identification,Maastricht University,1
Econometrics,Causal Inference & Identification,Microsoft Research (India),1
Econometrics,Causal Inference & Identification,Microsoft Research (United Kingdom),1
Econometrics,Causal Inference & Identification,Microsoft Research New England (United States),1
Econometrics,Causal Inference & Identification,New School,1
Econometrics,Causal Inference & Identification,Princeton University,1
Econometrics,Causal Inference & Identification,Tel Aviv University,1
Econometrics,Causal Inference & Identification,UNSW Sydney,1
Econometrics,Causal Inference & Identification,University Medical Center Groningen,1
Econometrics,Causal Inference & Identification,University of California San Diego,1
Econometrics,Causal Inference & Identification,"University of California, Berkeley",1
Econometrics,Causal Inference & Identification,University of Exeter,1
Econometrics,Causal Inference & Identification,University of Groningen,1
Econometrics,Causal Inference & Identification,University of Michigan,1
Econometrics,Causal Inference & Identification,University of Ottawa,1
Econometrics,Causal Inference & Identification,University of Southern California,1
Econometrics,Causal Inference & Identification,Universität Ulm,1
Econometrics,Causal Inference & Identification,Uppsala University,1
Econometrics,Causal Inference & Identification,Vanderbilt University,1
Econometrics,Causal Inference & Identification,Wilfrid Laurier University,1
Econometrics,Causal Inference & Identification,World Bank,1
Econometrics,Causal Inference & Identification,World Bank Group,1
Econometrics,Machine Learning in Economics,National Bureau of Economic Research,2
Econometrics,Machine Learning in Economics,Northwestern University,2
Econometrics,Machine Learning in Economics,Princeton University,2
Econometrics,Machine Learning in Economics,Boston University,1
Econometrics,Machine Learning in Economics,Chapman University,1
Econometrics,Machine Learning in Economics,Columbia University,1
Econometrics,Machine Learning in Economics,Emory University,1
Econometrics,Machine Learning in Economics,Energy International (United States),1
Econometrics,Machine Learning in Economics,Federal Reserve Bank of Cleveland,1
Econometrics,Machine Learning in Economics,Federal Reserve Bank of New York,1
Econometrics,Machine Learning in Economics,Harvard University,1
Econometrics,Machine Learning in Economics,Microsoft Research (United Kingdom),1
Econometrics,Machine Learning in Economics,Ministry of Economy,1
Econometrics,Machine Learning in Economics,Pennsylvania State University,1
Econometrics,Machine Learning in Economics,Politecnico di Milano,1
Econometrics,Machine Learning in Economics,Science North,1
Econometrics,Machine Learning in Economics,Tsinghua University,1
Econometrics,Machine Learning in Economics,University of Bonn,1
Econometrics,Machine Learning in Economics,"University of California, Santa Barbara",1
Econometrics,Machine Learning in Economics,University of Cambridge,1
Econometrics,Machine Learning in Economics,University of Chicago,1
Econometrics,Machine Learning in Economics,University of Colorado Boulder,1
Econometrics,Machine Learning in Economics,University of Colorado System,1
Econometrics,Machine Learning in Economics,University of Essex,1
Econometrics,Machine Learning in Economics,University of Michigan,1
Econometrics,Machine Learning in Economics,University of Milan,1
Econometrics,Machine Learning in Economics,University of Oxford,1
Econometrics,Machine Learning in Economics,University of Pennsylvania,1
Econometrics,Machine Learning in Economics,University of Southampton,1
Econometrics,Machine Learning in Economics,University of Toronto,1
Econometrics,Machine Learning in Economics,University of Virginia,1
Econometrics,Machine Learning in Economics,Yale University,1
Econometrics,Machine Learning in Economics,Zhejiang University of Finance and Economics,1
Econometrics,Statistical & Bayesian Methods,University of Bonn,4
Econometrics,Statistical & Bayesian Methods,Princeton University,3
Econometrics,Statistical & Bayesian Methods,Brown University,2
Econometrics,Statistical & Bayesian Methods,Harvard University,2
Econometrics,Statistical & Bayesian Methods,Stanford University,2
Econometrics,Statistical & Bayesian Methods,University College London,2
Econometrics,Statistical & Bayesian Methods,"University of California, Berkeley",2
Econometrics,Statistical & Bayesian Methods,University of Chicago,2
Econometrics,Statistical & Bayesian Methods,University of Copenhagen,2
Econometrics,Statistical & Bayesian Methods,University of Wisconsin–Madison,2
Econometrics,Statistical & Bayesian Methods,Yale University,2
Econometrics,Statistical & Bayesian Methods,Chinese University of Hong Kong,1
Econometrics,Statistical & Bayesian Methods,Columbia University,1
Econometrics,Statistical & Bayesian Methods,Cornell University,1
Econometrics,Statistical & Bayesian Methods,Deutsche Bundesbank,1
Econometrics,Statistical & Bayesian Methods,Duke University,1
Econometrics,Statistical & Bayesian Methods,Emory University,1
Econometrics,Statistical & Bayesian Methods,Federal Reserve Bank of Atlanta,1
Econometrics,Statistical & Bayesian Methods,Federal Reserve Bank of Philadelphia,1
Econometrics,Statistical & Bayesian Methods,Federal Reserve Bank of Richmond,1
Econometrics,Statistical & Bayesian Methods,Humboldt-Universität zu Berlin,1
Econometrics,Statistical & Bayesian Methods,Institut für Höhere Studien - Institute for Advanced Studies (IHS),1
Econometrics,Statistical & Bayesian Methods,Japan University of Economics,1
Econometrics,Statistical & Bayesian Methods,Massachusetts Institute of Technology,1
Econometrics,Statistical & Bayesian Methods,New York University,1
Econometrics,Statistical & Bayesian Methods,Northwestern University,1
Econometrics,Statistical & Bayesian Methods,Ross School,1
Econometrics,Statistical & Bayesian Methods,Santa Fe Institute,1
Econometrics,Statistical & Bayesian Methods,State Duma,1
Econometrics,Statistical & Bayesian Methods,The University of Tokyo,1
Econometrics,Statistical & Bayesian Methods,Universidad Carlos III de Madrid,1
Econometrics,Statistical & Bayesian Methods,University of Arizona,1
Econometrics,Statistical & Bayesian Methods,University of Bologna,1
Econometrics,Statistical & Bayesian Methods,"University of California, Davis",1
Econometrics,Statistical & Bayesian Methods,"University of California, Los Angeles",1
Econometrics,Statistical & Bayesian Methods,"University of California, Santa Cruz",1
Econometrics,Statistical & Bayesian Methods,University of Exeter,1
Econometrics,Statistical & Bayesian Methods,University of Mannheim,1
Econometrics,Statistical & Bayesian Methods,University of Michigan,1
Econometrics,Statistical & Bayesian Methods,University of Pennsylvania,1
Econometrics,Statistical & Bayesian Methods,University of Rome Tor Vergata,1
Econometrics,Statistical & Bayesian Methods,University of St.Gallen,1
Econometrics,Statistical & Bayesian Methods,University of Toronto,1
Econometrics,Statistical & Bayesian Methods,University of Tsukuba,1
Econometrics,Statistical & Bayesian Methods,University of Vienna,1
Econometrics,Time Series & Panel Data Methods,Cornell University,2
Econometrics,Time Series & Panel Data Methods,Massachusetts Institute of Technology,2
Econometrics,Time Series & Panel Data Methods,New York University,2
Econometrics,Time Series & Panel Data Methods,University of Chicago,2
Econometrics,Time Series & Panel Data Methods,Bank of Spain,1
Econometrics,Time Series & Panel Data Methods,Brown University,1
Econometrics,Time Series & Panel Data Methods,Center for Economic and Policy Research,1
Econometrics,Time Series & Panel Data Methods,HEC Paris,1
Econometrics,Time Series & Panel Data Methods,Harvard University,1
Econometrics,Time Series & Panel Data Methods,Princeton University,1
Econometrics,Time Series & Panel Data Methods,Toulouse School of Economics,1
Econometrics,Time Series & Panel Data Methods,University of Oxford,1
Econometrics,Time Series & Panel Data Methods,University of Pennsylvania,1
Macro,Business Cycles & Growth,Center for Economic and Policy Research,7
Macro,Business Cycles & Growth,National Bureau of Economic Research,5
Macro,Business Cycles & Growth,New York University,4
Macro,Business Cycles & Growth,London School of Economics and Political Science,3
Macro,Business Cycles & Growth,University College London,3
Macro,Business Cycles & Growth,Yale University,3
Macro,Business Cycles & Growth,Arizona State University,2
Macro,Business Cycles & Growth,Bocconi University,2
Macro,Business Cycles & Growth,Centre for Economic Policy Research,2
Macro,Business Cycles & Growth,Centre for European Economic Research,2
Macro,Business Cycles & Growth,Federal Reserve Bank of New York,2
Macro,Business Cycles & Growth,Federal Reserve Bank of Richmond,2
Macro,Business Cycles & Growth,Federal Reserve Bank of San Francisco,2
Macro,Business Cycles & Growth,Princeton University,2
Macro,Business Cycles & Growth,University of Cambridge,2
Macro,Business Cycles & Growth,University of Chicago,2
Macro,Business Cycles & Growth,University of Hong Kong,2
Macro,Business Cycles & Growth,University of Minnesota,2
Macro,Business Cycles & Growth,Vrije Universiteit Amsterdam,2
Macro,Business Cycles & Growth,Aarhus University,1
Macro,Business Cycles & Growth,Banco Central de Chile,1
Macro,Business Cycles & Growth,Bank for International Settlements,1
Macro,Business Cycles & Growth,Bank of Finland,1
Macro,Business Cycles & Growth,Barcelona School of Economics,1
Macro,Business Cycles & Growth,Brigham Young University,1
Macro,Business Cycles & Growth,California Southern University,1
Macro,Business Cycles & Growth,Chinese University of Hong Kong,1
Macro,Business Cycles & Growth,City University of Hong Kong,1
Macro,Business Cycles & Growth,City University of Seattle,1
Macro,Business Cycles & Growth,Clemson University,1
Macro,Business Cycles & Growth,Collegio Carlo Alberto,1
Macro,Business Cycles & Growth,Columbia University,1
Macro,Business Cycles & Growth,De Nederlandsche Bank,1
Macro,Business Cycles & Growth,Duke University,1
Macro,Business Cycles & Growth,European Corporate Governance Institute,1
Macro,Business Cycles & Growth,Federal Reserve,1
Macro,Business Cycles & Growth,Federal Reserve Bank of Dallas,1
Macro,Business Cycles & Growth,Federal Reserve Board of Governors,1
Macro,Business Cycles & Growth,Florida Department of State,1
Macro,Business Cycles & Growth,Harvard University,1
Macro,Business Cycles & Growth,Institut National de Statistique et d'Economie Appliquée,1
Macro,Business Cycles & Growth,Institut d'Etudes Politiques de Paris,1
Macro,Business Cycles & Growth,John F. Kennedy University,1
Macro,Business Cycles & Growth,Johns Hopkins University SAIS Bologna Center,1
Macro,Business Cycles & Growth,Ludwig-Maximilians-Universität München,1
Macro,Business Cycles & Growth,National University,1
Macro,Business Cycles & Growth,National University of Singapore,1
Macro,Business Cycles & Growth,Northwestern University,1
Macro,Business Cycles & Growth,Rutgers Sexual and Reproductive Health and Rights,1
Macro,Business Cycles & Growth,"Rutgers, The State University of New Jersey",1
Macro,Business Cycles & Growth,SIL International,1
Macro,Business Cycles & Growth,Seoul National University,1
Macro,Business Cycles & Growth,Stanford University,1
Macro,Business Cycles & Growth,Stony Brook University,1
Macro,Business Cycles & Growth,Universitat Pompeu Fabra,1
Macro,Business Cycles & Growth,University of Calgary,1
Macro,Business Cycles & Growth,University of California San Diego,1
Macro,Business Cycles & Growth,University of Duisburg-Essen,1
Macro,Business Cycles & Growth,University of Michigan,1
Macro,Business Cycles & Growth,University of North Carolina at Charlotte,1
Macro,Business Cycles & Growth,University of Oxford,1
Macro,Business Cycles & Growth,University of Pennsylvania,1
Macro,Business Cycles & Growth,University of Southern California,1
Macro,Business Cycles & Growth,University of St.Gallen,1
Macro,Business Cycles & Growth,University of Warwick,1
Macro,Business Cycles & Growth,University of Wisconsin–Madison,1
Macro,Financial Markets & Stability,National Bureau of Economic Research,26
Macro,Financial Markets & Stability,Center for Economic and Policy Research,18
Macro,Financial Markets & Stability,Federal Reserve Board of Governors,11
Macro,Financial Markets & Stability,"University of California, Berkeley",10
Macro,Financial Markets & Stability,Columbia University,9
Macro,Financial Markets & Stability,London School of Economics and Political Science,9
Macro,Financial Markets & Stability,Stanford University,9
Macro,Financial Markets & Stability,University of Pennsylvania,9
Macro,Financial Markets & Stability,Federal Reserve Bank of Minneapolis,8
Macro,Financial Markets & Stability,Centre for Economic Policy Research,7
Macro,Financial Markets & Stability,University of Chicago,7
Macro,Financial Markets & Stability,Yale University,7
Macro,Financial Markets & Stability,Boston University,6
Macro,Financial Markets & Stability,University of Southern California,6
Macro,Financial Markets & Stability,London Business School,5
Macro,Financial Markets & Stability,New York University,5
Macro,Financial Markets & Stability,Northwestern University,5
Macro,Financial Markets & Stability,Princeton University,5
Macro,Financial Markets & Stability,University of Minnesota,5
Macro,Financial Markets & Stability,Boston College,4
Macro,Financial Markets & Stability,Federal Reserve,4
Macro,Financial Markets & Stability,The Ohio State University,4
Macro,Financial Markets & Stability,The University of Texas at Austin,4
Macro,Financial Markets & Stability,University College London,4
Macro,Financial Markets & Stability,"University of California, Los Angeles",4
Macro,Financial Markets & Stability,University of Oxford,4
Macro,Financial Markets & Stability,Arizona State University,3
Macro,Financial Markets & Stability,BI Norwegian Business School,3
Macro,Financial Markets & Stability,Federal Reserve Bank of Chicago,3
Macro,Financial Markets & Stability,Federal Reserve Bank of Philadelphia,3
Macro,Financial Markets & Stability,Harvard University,3
Macro,Financial Markets & Stability,Imperial College London,3
Macro,Financial Markets & Stability,International Monetary Fund,3
Macro,Financial Markets & Stability,National University of Singapore,3
Macro,Financial Markets & Stability,University of British Columbia,3
Macro,Financial Markets & Stability,University of Notre Dame,3
Macro,Financial Markets & Stability,University of Rochester,3
Macro,Financial Markets & Stability,University of Wisconsin–Madison,3
Macro,Financial Markets & Stability,Australian National University,2
Macro,Financial Markets & Stability,Banco de Portugal,2
Macro,Financial Markets & Stability,Baruch College,2
Macro,Financial Markets & Stability,Bocconi University,2
Macro,Financial Markets & Stability,Carnegie Mellon University,2
Macro,Financial Markets & Stability,Centre de Recherche en Économie et Statistique,2
Macro,Financial Markets & Stability,Copenhagen Business School,2
Macro,Financial Markets & Stability,Decision Sciences (United States),2
Macro,Financial Markets & Stability,European Central Bank,2
Macro,Financial Markets & Stability,Federal Reserve Bank of San Francisco,2
Macro,Financial Markets & Stability,Georgia State University,2
Macro,Financial Markets & Stability,Hoover Institution,2
Macro,Financial Markets & Stability,McGill University,2
Macro,Financial Markets & Stability,Peking University,2
Macro,Financial Markets & Stability,Rice University,2
Macro,Financial Markets & Stability,Seoul National University,2
Macro,Financial Markets & Stability,Stockholm School of Economics,2
Macro,Financial Markets & Stability,Stockholm University,2
Macro,Financial Markets & Stability,Temple University,2
Macro,Financial Markets & Stability,Toulouse School of Economics,2
Macro,Financial Markets & Stability,Universidad Torcuato Di Tella,2
Macro,Financial Markets & Stability,University of Iowa,2
Macro,Financial Markets & Stability,University of Lausanne,2
Macro,Financial Markets & Stability,University of Luxembourg,2
Macro,Financial Markets & Stability,University of Toronto,2
Macro,Financial Markets & Stability,University of Washington,2
Macro,Financial Markets & Stability,Auckland University of Technology,1
Macro,Financial Markets & Stability,Australian Bureau of Agricultural and Resource Economics,1
Macro,Financial Markets & Stability,Banco Central de Chile,1
Macro,Financial Markets & Stability,Bank of Canada,1
Macro,Financial Markets & Stability,Bank of England,1
Macro,Financial Markets & Stability,Bank of Italy,1
Macro,Financial Markets & Stability,Bank of Mexico,1
Macro,Financial Markets & Stability,Baycrest Hospital,1
Macro,Financial Markets & Stability,"Birkbeck, University of London",1
Macro,Financial Markets & Stability,Brookings Institution,1
Macro,Financial Markets & Stability,Brown University,1
Macro,Financial Markets & Stability,California Institute of Technology,1
Macro,Financial Markets & Stability,California Southern University,1
Macro,Financial Markets & Stability,Centre National de la Recherche Scientifique,1
Macro,Financial Markets & Stability,Centre d'Économie de la Sorbonne,1
Macro,Financial Markets & Stability,Centre de Recherche en Économie et Management,1
Macro,Financial Markets & Stability,Commonwealth Education Trust,1
Macro,Financial Markets & Stability,Cornell University,1
Macro,Financial Markets & Stability,Duke University,1
Macro,Financial Markets & Stability,Durham University,1
Macro,Financial Markets & Stability,ENSAE Paris,1
Macro,Financial Markets & Stability,Economic Research Centre,1
Macro,Financial Markets & Stability,Emory University,1
Macro,Financial Markets & Stability,Erasmus University Rotterdam,1
Macro,Financial Markets & Stability,European University Institute,1
Macro,Financial Markets & Stability,Federal Reserve Bank of Cleveland,1
Macro,Financial Markets & Stability,Federal Reserve Bank of New York,1
Macro,Financial Markets & Stability,Federal Reserve Bank of Richmond,1
Macro,Financial Markets & Stability,Frankfurt School of Finance & Management,1
Macro,Financial Markets & Stability,Georgetown University,1
Macro,Financial Markets & Stability,Graduate School USA,1
Macro,Financial Markets & Stability,HSBC Holdings,1
Macro,Financial Markets & Stability,Hebrew University of Jerusalem,1
Macro,Financial Markets & Stability,Hong Kong University of Science and Technology,1
Macro,Financial Markets & Stability,ICF International (United States),1
Macro,Financial Markets & Stability,IE University,1
Macro,Financial Markets & Stability,Institució Catalana de Recerca i Estudis Avançats,1
Macro,Financial Markets & Stability,Institute for Advanced Study in Toulouse,1
Macro,Financial Markets & Stability,Institute for Fiscal Studies,1
Macro,Financial Markets & Stability,Johns Hopkins University,1
Macro,Financial Markets & Stability,King's College Hospital,1
Macro,Financial Markets & Stability,Korea Institute of Finance,1
Macro,Financial Markets & Stability,Marshall B. Ketchum University,1
Macro,Financial Markets & Stability,Marshall University,1
Macro,Financial Markets & Stability,Massachusetts Institute of Technology,1
Macro,Financial Markets & Stability,Max Planck Institute for Behavioral Economics,1
Macro,Financial Markets & Stability,Mexican Social Security Institute,1
Macro,Financial Markets & Stability,NIHR Imperial Biomedical Research Centre,1
Macro,Financial Markets & Stability,NIHR Research Delivery Network,1
Macro,Financial Markets & Stability,National Sun Yat-sen University,1
Macro,Financial Markets & Stability,National Taiwan University,1
Macro,Financial Markets & Stability,Nemocnice Šternberk,1
Macro,Financial Markets & Stability,Norwegian School of Economics,1
Macro,Financial Markets & Stability,Organisation de Coopération et de Développement Economiques,1
Macro,Financial Markets & Stability,Promundo,1
Macro,Financial Markets & Stability,Quantum Devices (United States),1
Macro,Financial Markets & Stability,Queen Mary University of London,1
Macro,Financial Markets & Stability,Queen's University,1
Macro,Financial Markets & Stability,Science Oxford,1
Macro,Financial Markets & Stability,Singapore Management University,1
Macro,Financial Markets & Stability,Statistics Norway,1
Macro,Financial Markets & Stability,Stony Brook University,1
Macro,Financial Markets & Stability,Sun Yat-sen University,1
Macro,Financial Markets & Stability,Swiss Finance Institute,1
Macro,Financial Markets & Stability,Tel Aviv University,1
Macro,Financial Markets & Stability,The King's College,1
Macro,Financial Markets & Stability,The London College,1
Macro,Financial Markets & Stability,Trinity College,1
Macro,Financial Markets & Stability,Trinity College Dublin,1
Macro,Financial Markets & Stability,Tufts University,1
Macro,Financial Markets & Stability,United States Department of the Treasury,1
Macro,Financial Markets & Stability,United States Securities and Exchange Commission,1
Macro,Financial Markets & Stability,Universidad Carlos III de Madrid,1
Macro,Financial Markets & Stability,Universidade Nova de Lisboa,1
Macro,Financial Markets & Stability,Universitat Pompeu Fabra,1
Macro,Financial Markets & Stability,University College Lahore,1
Macro,Financial Markets & Stability,University of Bern,1
Macro,Financial Markets & Stability,University of Bonn,1
Macro,Financial Markets & Stability,University of Bristol,1
Macro,Financial Markets & Stability,University of California San Diego,1
Macro,Financial Markets & Stability,"University of California, Davis",1
Macro,Financial Markets & Stability,"University of California, Merced",1
Macro,Financial Markets & Stability,"University of California, Santa Barbara",1
Macro,Financial Markets & Stability,University of Cologne,1
Macro,Financial Markets & Stability,University of Colorado Boulder,1
Macro,Financial Markets & Stability,University of Colorado System,1
Macro,Financial Markets & Stability,University of Essex,1
Macro,Financial Markets & Stability,University of Houston,1
Macro,Financial Markets & Stability,University of Leeds,1
Macro,Financial Markets & Stability,University of Michigan,1
Macro,Financial Markets & Stability,University of Minnesota System,1
Macro,Financial Markets & Stability,University of Nottingham,1
Macro,Financial Markets & Stability,University of Oslo,1
Macro,Financial Markets & Stability,University of Surrey,1
Macro,Financial Markets & Stability,University of Utah,1
Macro,Financial Markets & Stability,University of Virginia,1
